"Orders_Unique","Returns_Unique","Frequency","Total_Items_Purchased","Quantity_Basket","Total_Items_Returned","Types_Items_Purchased","Unique_Item_Per_Basket","Types_Items_Returned","Unique_Item_Per_Return","Sales_Revenue","Return_Refund","Monetory_Value","Average_Unit_Price_Purchase","Average_Unit_Refund_Return","Country","Is_Buying_Most_Popular","Recency","Recency_Quantile","Frequency_Quantile","Monetory_Value_Quantile"
1,0,1,359,359,0,26,26,0,0,396.97,0,0,1.10576601671309,0,"United Kingdom","0",52,0.63,0.22,0.51
2,1,3,655,327.5,-3,63,36.5,3,3,1509.21,-5.25,1503.96,2.30413740458015,1.75,"United Kingdom","0",3,0.08,0.68,0.88
1,0,1,116,116,0,10,10,0,0,208.75,0,0,1.79956896551724,0,"United Kingdom","1",52,0.64,0.22,0.51
5,0,5,804,160.8,0,25,6.2,0,0,639.18,0,0,0.795,0,"United Kingdom","0",16,0.31,0.84,0.51
1,0,1,117,117,0,6,6,0,0,125.79,0,0,1.07512820512821,0,"United Kingdom","0",52,0.63,0.22,0.51
1,0,1,40,40,0,2,2,0,0,298,0,0,7.45,0,"United Kingdom","0",52,0.64,0.22,0.51
4,0,4,1443,360.75,0,147,50.75,0,0,2279.49,0,0,1.57968814968815,0,"United Kingdom","0",10,0.23,0.77,0.51
1,0,1,846,846,0,65,65,0,0,1193.32,0,0,1.41054373522459,0,"Italy","0",52,0.63,0.22,0.51
2,0,2,319,159.5,0,135,78.5,0,0,701.57,0,0,2.1992789968652,0,"United Kingdom","0",40,0.56,0.52,0.51
1,0,1,244,244,0,42,45,0,0,262.17,0,0,1.07446721311475,0,"United Kingdom","0",52,0.64,0.22,0.51
1,0,1,188,188,0,5,5,0,0,521.2,0,0,2.77234042553192,0,"United Kingdom","0",52,0.63,0.22,0.51
1,0,1,159,159,0,17,17,0,0,216.39,0,0,1.36094339622642,0,"United Kingdom","1",52,0.64,0.22,0.51
1,0,1,146,146,0,56,56,0,0,202.68,0,0,1.38821917808219,0,"United Kingdom","0",52,0.63,0.22,0.51
2,1,3,452,226,-2,53,30,2,2,1020.42,-15.7,1004.72,2.25756637168142,7.85,"Germany","1",8,0.17,0.68,0.83
1,0,1,170,170,0,16,16,0,0,307.78,0,0,1.81047058823529,0,"United Kingdom","0",51,0.63,0.22,0.52
3,0,3,271,90.3333333333333,0,17,6.66666666666667,0,0,342.45,0,0,1.26365313653137,0,"United Kingdom","0",4,0.13,0.68,0.52
1,0,1,82,82,0,9,9,0,0,124.88,0,0,1.52292682926829,0,"United Kingdom","0",51,0.63,0.22,0.52
1,0,1,307,307,0,14,14,0,0,785.07,0,0,2.55723127035831,0,"United Kingdom","0",51,0.62,0.22,0.52
2,0,2,210,105,0,5,3,0,0,148.86,0,0,0.708857142857143,0,"United Kingdom","0",23,0.41,0.52,0.52
1,0,1,176,176,0,15,15,0,0,337.04,0,0,1.915,0,"United Kingdom","0",51,0.63,0.22,0.52
1,0,1,66,66,0,6,6,0,0,112.46,0,0,1.70393939393939,0,"United Kingdom","0",51,0.63,0.22,0.52
1,0,1,135,135,0,29,30,0,0,110.8,0,0,0.820740740740741,0,"United Kingdom","0",51,0.63,0.22,0.52
1,0,1,7,7,0,5,5,0,0,38.45,0,0,5.49285714285714,0,"United Kingdom","0",51,0.63,0.22,0.52
5,0,5,602,120.4,0,148,40,0,0,1217.27,0,0,2.02204318936877,0,"United Kingdom","0",1,0.03,0.84,0.52
1,0,1,318,318,0,12,12,0,0,348.32,0,0,1.09534591194969,0,"Spain","0",51,0.62,0.22,0.52
2,2,4,155,77.5,-4,24,12,4,2,467.51,-27.8,439.71,3.0161935483871,6.95,"United Kingdom","0",35,0.52,0.77,0.75
1,0,1,158,158,0,22,22,0,0,341.7,0,0,2.1626582278481,0,"United Kingdom","0",51,0.63,0.22,0.52
1,0,1,408,408,0,13,13,0,0,298.4,0,0,0.731372549019608,0,"United Kingdom","0",51,0.63,0.22,0.52
2,0,2,143,71.5,0,58,34,0,0,272.46,0,0,1.90531468531469,0,"United Kingdom","0",15,0.29,0.52,0.52
2,0,2,194,97,0,11,6,0,0,192.72,0,0,0.99340206185567,0,"Germany","0",39,0.55,0.52,0.52
1,0,1,380,380,0,28,28,0,0,739.28,0,0,1.94547368421053,0,"Cyprus","1",51,0.62,0.22,0.52
1,0,1,290,290,0,8,8,0,0,415.82,0,0,1.43386206896552,0,"United Kingdom","0",51,0.63,0.22,0.52
1,0,1,286,286,0,121,132,0,0,480.38,0,0,1.67965034965035,0,"United Kingdom","0",51,0.63,0.22,0.52
5,0,5,1336,267.2,0,106,25.8,0,0,2478.98,0,0,1.85552395209581,0,"United Kingdom","0",1,0.05,0.84,0.52
4,1,5,770,192.5,-36,66,17.5,1,1,1281.32,-29.88,1251.44,1.66405194805195,0.83,"United Kingdom","0",8,0.19,0.84,0.85
1,0,1,146,146,0,13,13,0,0,157.7,0,0,1.08013698630137,0,"United Kingdom","0",51,0.63,0.22,0.52
4,2,6,1271,317.75,-24,63,18,2,1,1945.33,-102.6,1842.73,1.53055074744296,4.275,"United Kingdom","0",3,0.09,0.87,0.9
1,0,1,311,311,0,18,18,0,0,1035.45,0,0,3.32942122186495,0,"United Kingdom","0",50,0.62,0.22,0.52
1,0,1,166,166,0,16,16,0,0,443.6,0,0,2.67228915662651,0,"United Kingdom","0",50,0.61,0.23,0.52
1,0,1,1006,1006,0,15,16,0,0,1393.06,0,0,1.38475149105368,0,"United Kingdom","0",50,0.62,0.23,0.52
1,0,1,157,157,0,17,17,0,0,386.43,0,0,2.46133757961783,0,"United Kingdom","0",50,0.62,0.23,0.52
1,0,1,238,238,0,54,54,0,0,541.88,0,0,2.27680672268908,0,"United Kingdom","0",50,0.62,0.23,0.52
1,0,1,270,270,0,16,16,0,0,376.9,0,0,1.39592592592593,0,"United Kingdom","0",50,0.61,0.23,0.52
1,0,1,125,125,0,16,16,0,0,430.5,0,0,3.444,0,"United Kingdom","1",50,0.61,0.23,0.52
1,0,1,418,418,0,44,44,0,0,749.1,0,0,1.79210526315789,0,"United Kingdom","0",50,0.61,0.23,0.52
3,0,3,258,86,0,28,10.3333333333333,0,0,562.2,0,0,2.17906976744186,0,"United Kingdom","0",18,0.34,0.68,0.52
1,0,1,30,30,0,2,2,0,0,62.4,0,0,2.08,0,"United Kingdom","0",50,0.62,0.23,0.52
1,0,1,95,95,0,15,15,0,0,331.95,0,0,3.49421052631579,0,"United Kingdom","0",50,0.62,0.23,0.52
1,0,1,144,144,0,1,1,0,0,56.16,0,0,0.39,0,"United Kingdom","0",50,0.61,0.23,0.52
2,0,2,535,267.5,0,87,51.5,0,0,812.68,0,0,1.51902803738318,0,"United Kingdom","0",31,0.49,0.52,0.52
1,0,1,135,135,0,11,11,0,0,214.32,0,0,1.58755555555556,0,"United Kingdom","0",50,0.62,0.23,0.52
1,0,1,210,210,0,14,14,0,0,321.92,0,0,1.53295238095238,0,"United Kingdom","0",50,0.61,0.23,0.52
1,1,2,1047,1047,-15,69,69,4,4,2000.33,-46.05,1954.28,1.91053486150907,3.07,"United Kingdom","1",43,0.58,0.52,0.9
1,0,1,200,200,0,17,17,0,0,311.16,0,0,1.5558,0,"United Kingdom","0",50,0.61,0.23,0.52
1,0,1,91,91,0,29,29,0,0,157.05,0,0,1.72582417582418,0,"United Kingdom","0",50,0.61,0.23,0.53
1,0,1,292,292,0,22,22,0,0,258.48,0,0,0.885205479452055,0,"United Kingdom","0",50,0.61,0.23,0.53
1,0,1,281,281,0,34,35,0,0,230.5,0,0,0.820284697508897,0,"United Kingdom","1",50,0.62,0.23,0.53
1,0,1,74,74,0,10,10,0,0,162.57,0,0,2.19689189189189,0,"United Kingdom","0",50,0.61,0.23,0.53
1,1,2,26,26,-2,10,10,2,2,137.37,-19.9,117.47,5.28346153846154,9.95,"United Kingdom","1",45,0.59,0.52,0.7
2,0,2,165,82.5,0,16,8,0,0,274.15,0,0,1.66151515151515,0,"United Kingdom","0",3,0.1,0.52,0.53
2,0,2,286,143,0,16,8.5,0,0,183.44,0,0,0.641398601398601,0,"United Kingdom","0",29,0.46,0.52,0.53
1,1,2,96,96,-1,5,5,1,1,427.7,-18,409.7,4.45520833333333,18,"Denmark","0",49,0.6,0.52,0.75
1,0,1,607,607,0,49,49,0,0,1414.99,0,0,2.33112026359143,0,"United Kingdom","0",49,0.61,0.23,0.53
1,0,1,140,140,0,6,6,0,0,463.8,0,0,3.31285714285714,0,"United Kingdom","0",49,0.61,0.23,0.53
1,0,1,55,55,0,3,3,0,0,240.55,0,0,4.37363636363636,0,"United Kingdom","0",49,0.61,0.23,0.53
1,0,1,208,208,0,61,61,0,0,155.37,0,0,0.746971153846154,0,"United Kingdom","0",49,0.61,0.23,0.53
1,0,1,1040,1040,0,22,22,0,0,1014.64,0,0,0.975615384615385,0,"United Kingdom","0",49,0.61,0.23,0.53
2,0,2,897,448.5,0,43,22.5,0,0,1346.97,0,0,1.50163879598662,0,"USA","1",4,0.11,0.52,0.53
3,1,4,907,302.333333333333,-3,146,60.3333333333333,2,2,704.55,-14.85,689.7,0.776791620727674,4.95,"United Kingdom","1",3,0.09,0.77,0.79
2,0,2,394,197,0,35,18.5,0,0,616.26,0,0,1.5641116751269,0,"United Kingdom","0",17,0.32,0.52,0.53
0,1,1,0,0,-34,0,0,4,4,0,-134.8,0,0,3.96470588235294,"United Kingdom","0",49,0.61,0.23,0.53
1,0,1,152,152,0,9,9,0,0,154.88,0,0,1.01894736842105,0,"United Kingdom","0",49,0.61,0.23,0.53
1,0,1,249,249,0,28,28,0,0,413.59,0,0,1.66100401606426,0,"United Kingdom","0",49,0.61,0.23,0.53
1,0,1,319,319,0,33,33,0,0,657.23,0,0,2.06028213166144,0,"United Kingdom","0",49,0.61,0.23,0.53
1,1,2,270,270,-9,15,15,1,1,503.62,-15.21,488.41,1.86525925925926,1.69,"United Kingdom","0",43,0.57,0.52,0.76
2,2,4,176,88,-2,15,11.5,1,1,328.06,-41.6,286.46,1.86397727272727,20.8,"United Kingdom","0",8,0.17,0.77,0.72
1,0,1,218,218,0,76,77,0,0,490.52,0,0,2.25009174311927,0,"United Kingdom","0",47,0.6,0.23,0.53
1,0,1,102,102,0,26,32,0,0,211.88,0,0,2.07725490196078,0,"United Kingdom","0",47,0.6,0.23,0.53
4,0,4,1583,395.75,0,214,63.5,0,0,2501.84,0,0,1.58044219835755,0,"United Kingdom","0",1,0.02,0.77,0.53
1,1,2,52,52,-1,33,35,1,1,160.04,-12.75,147.29,3.07769230769231,12.75,"United Kingdom","0",47,0.6,0.52,0.71
6,0,6,699,116.5,0,251,49,0,0,1080.76,0,0,1.54615164520744,0,"United Kingdom","1",3,0.08,0.87,0.53
2,0,2,86,43,0,52,26.5,0,0,226.47,0,0,2.63337209302326,0,"United Kingdom","1",3,0.1,0.53,0.53
3,0,3,967,322.333333333333,0,233,97.3333333333333,0,0,1430.54,0,0,1.4793588417787,0,"United Kingdom","0",33,0.51,0.68,0.53
4,0,4,1121,280.25,0,93,35.75,0,0,2215.42,0,0,1.97628902765388,0,"United Kingdom","1",5,0.14,0.77,0.53
4,0,4,527,131.75,0,96,30.25,0,0,852.39,0,0,1.61743833017078,0,"United Kingdom","0",11,0.25,0.77,0.53
1,0,1,74,74,0,15,15,0,0,129,0,0,1.74324324324324,0,"United Kingdom","0",47,0.6,0.23,0.53
1,0,1,282,282,0,29,29,0,0,231.61,0,0,0.821312056737589,0,"United Kingdom","0",47,0.6,0.23,0.53
1,0,1,45,45,0,11,11,0,0,130.55,0,0,2.90111111111111,0,"United Kingdom","0",47,0.6,0.23,0.53
1,0,1,88,88,0,23,24,0,0,110.21,0,0,1.25238636363636,0,"United Kingdom","0",47,0.6,0.23,0.53
2,1,3,378,189,-4,133,75,1,1,955.26,-19.8,935.46,2.52714285714286,4.95,"United Kingdom","1",4,0.11,0.68,0.82
2,0,2,328,164,0,137,83,0,0,583.65,0,0,1.77942073170732,0,"United Kingdom","1",12,0.26,0.53,0.53
1,0,1,354,354,0,24,24,0,0,388.58,0,0,1.09768361581921,0,"United Kingdom","0",46,0.6,0.23,0.53
13,3,16,11226,863.538461538462,-3768,37,6,27,9.33333333333333,15714.5,-5228.4,10486.1,1.39983075004454,1.38757961783439,"United Kingdom","0",15,0.28,0.98,0.99
1,0,1,205,205,0,12,12,0,0,255.9,0,0,1.24829268292683,0,"United Kingdom","0",46,0.6,0.23,0.53
1,0,1,478,478,0,39,39,0,0,731.5,0,0,1.53033472803347,0,"United Kingdom","0",46,0.6,0.23,0.53
3,0,3,27,9,0,15,5,0,0,62.43,0,0,2.31222222222222,0,"United Kingdom","0",44,0.58,0.68,0.53
1,1,2,190,190,-15,6,6,1,1,278.3,-27.75,250.55,1.46473684210526,1.85,"United Kingdom","0",43,0.57,0.53,0.72
1,1,2,1,1,-190,1,1,3,3,464.9,-464.9,0,464.9,2.44684210526316,"United Kingdom","0",46,0.6,0.53,0.53
1,0,1,365,365,0,26,26,0,0,498.74,0,0,1.36641095890411,0,"United Kingdom","0",46,0.6,0.23,0.53
1,0,1,65,65,0,31,31,0,0,157.62,0,0,2.42492307692308,0,"United Kingdom","1",46,0.6,0.24,0.54
1,0,1,126,126,0,6,6,0,0,422.58,0,0,3.35380952380952,0,"United Kingdom","0",46,0.6,0.24,0.54
2,0,2,77,38.5,0,55,31.5,0,0,288.91,0,0,3.75207792207792,0,"United Kingdom","0",25,0.43,0.53,0.54
1,1,2,140,140,-1,29,29,1,1,547.66,-9.95,537.71,3.91185714285714,9.95,"United Kingdom","0",43,0.57,0.53,0.76
1,0,1,510,510,0,26,26,0,0,415.82,0,0,0.815333333333333,0,"United Kingdom","0",46,0.6,0.24,0.54
1,1,2,145,145,-14,15,15,1,1,248.99,-17.5,231.49,1.7171724137931,1.25,"United Kingdom","0",45,0.59,0.53,0.72
3,0,3,239,79.6666666666667,0,56,24.6666666666667,0,0,464.56,0,0,1.94376569037657,0,"United Kingdom","1",17,0.32,0.68,0.54
1,0,1,234,234,0,65,65,0,0,313.4,0,0,1.33931623931624,0,"United Kingdom","0",46,0.6,0.24,0.54
1,0,1,880,880,0,29,29,0,0,666.84,0,0,0.757772727272727,0,"United Kingdom","0",46,0.59,0.24,0.54
1,0,1,134,134,0,11,11,0,0,130.74,0,0,0.975671641791045,0,"United Kingdom","0",46,0.6,0.24,0.54
1,0,1,448,448,0,66,67,0,0,481.49,0,0,1.07475446428571,0,"United Kingdom","0",46,0.59,0.24,0.54
2,0,2,617,308.5,0,35,17.5,0,0,739.19,0,0,1.19803889789303,0,"United Kingdom","0",42,0.57,0.53,0.54
1,0,1,131,131,0,36,36,0,0,219.12,0,0,1.67267175572519,0,"United Kingdom","1",46,0.6,0.24,0.54
1,0,1,288,288,0,25,25,0,0,456.84,0,0,1.58625,0,"United Kingdom","0",45,0.59,0.24,0.54
1,0,1,1394,1394,0,85,85,0,0,1635.66,0,0,1.17335724533716,0,"Switzerland","0",45,0.59,0.24,0.54
1,1,2,81,81,-3,20,20,3,3,393.54,-25.85,367.69,4.85851851851852,8.61666666666667,"United Kingdom","1",35,0.52,0.53,0.74
1,0,1,285,285,0,27,27,0,0,656.63,0,0,2.3039649122807,0,"United Kingdom","0",45,0.59,0.24,0.54
2,0,2,298,149,0,26,14,0,0,470.76,0,0,1.57973154362416,0,"United Kingdom","0",19,0.35,0.53,0.54
1,0,1,138,138,0,43,43,0,0,178.34,0,0,1.29231884057971,0,"United Kingdom","0",45,0.59,0.24,0.54
3,0,3,110,36.6666666666667,0,17,6,0,0,336.8,0,0,3.06181818181818,0,"United Kingdom","0",10,0.22,0.68,0.54
1,0,1,54,54,0,28,28,0,0,108.32,0,0,2.00592592592593,0,"United Kingdom","0",45,0.59,0.24,0.54
1,0,1,201,201,0,11,11,0,0,121.18,0,0,0.602885572139303,0,"United Kingdom","0",45,0.59,0.24,0.54
1,0,1,94,94,0,6,6,0,0,134.28,0,0,1.42851063829787,0,"United Kingdom","0",45,0.59,0.24,0.54
1,0,1,198,198,0,7,7,0,0,401.4,0,0,2.02727272727273,0,"United Kingdom","0",45,0.59,0.24,0.54
2,1,3,798,399,-2,40,22.5,2,2,661.32,-1.64,659.68,0.828721804511278,0.82,"United Kingdom","0",22,0.38,0.68,0.79
1,0,1,378,378,0,146,153,0,0,642.77,0,0,1.70044973544974,0,"United Kingdom","1",45,0.59,0.24,0.54
2,0,2,315,157.5,0,14,7.5,0,0,196.79,0,0,0.624730158730159,0,"United Kingdom","0",14,0.27,0.53,0.54
1,0,1,345,345,0,66,66,0,0,650.75,0,0,1.88623188405797,0,"United Kingdom","1",45,0.59,0.24,0.54
1,0,1,520,520,0,39,39,0,0,789.49,0,0,1.51825,0,"United Kingdom","1",45,0.59,0.24,0.54
1,0,1,273,273,0,55,57,0,0,320.12,0,0,1.17260073260073,0,"United Kingdom","1",45,0.59,0.24,0.54
1,0,1,164,164,0,15,15,0,0,229.64,0,0,1.40024390243902,0,"Japan","0",44,0.58,0.24,0.54
1,0,1,180,180,0,21,21,0,0,326.24,0,0,1.81244444444444,0,"United Kingdom","1",44,0.58,0.24,0.54
1,0,1,90,90,0,25,26,0,0,166.67,0,0,1.85188888888889,0,"United Kingdom","0",44,0.58,0.24,0.54
1,0,1,313,313,0,26,26,0,0,409.78,0,0,1.30920127795527,0,"United Kingdom","0",44,0.58,0.24,0.54
2,0,2,428,214,0,31,16,0,0,537.48,0,0,1.25579439252336,0,"United Kingdom","0",15,0.28,0.53,0.54
2,0,2,389,194.5,0,38,23.5,0,0,757.37,0,0,1.94696658097686,0,"United Kingdom","0",10,0.23,0.53,0.54
1,0,1,215,215,0,29,29,0,0,522.91,0,0,2.43213953488372,0,"United Kingdom","0",44,0.59,0.24,0.54
5,3,8,769,153.8,-23,35,11.6,5,1.66666666666667,1105.88,-45.55,1060.33,1.43807542262679,1.9804347826087,"United Kingdom","0",5,0.14,0.92,0.83
1,0,1,189,189,0,49,50,0,0,221.97,0,0,1.17444444444444,0,"United Kingdom","0",44,0.58,0.24,0.54
1,0,1,326,326,0,36,36,0,0,267.13,0,0,0.81941717791411,0,"United Kingdom","0",44,0.58,0.24,0.54
4,2,6,340,85,-16,58,15.75,2,2,416.7,-15.36,401.34,1.22558823529412,0.96,"United Kingdom","0",29,0.47,0.87,0.75
1,0,1,178,178,0,45,47,0,0,200.27,0,0,1.12511235955056,0,"United Kingdom","0",44,0.58,0.24,0.54
1,0,1,243,243,0,22,22,0,0,449.45,0,0,1.84958847736626,0,"Spain","0",44,0.58,0.24,0.55
2,0,2,415,207.5,0,127,73,0,0,539.92,0,0,1.30101204819277,0,"United Kingdom","0",24,0.42,0.53,0.55
3,0,3,197,65.6666666666667,0,19,8.33333333333333,0,0,430.15,0,0,2.18350253807107,0,"United Kingdom","0",5,0.13,0.68,0.55
1,0,1,272,272,0,29,29,0,0,390.74,0,0,1.43654411764706,0,"United Kingdom","0",44,0.58,0.24,0.55
1,0,1,288,288,0,35,37,0,0,565.46,0,0,1.96340277777778,0,"United Kingdom","0",44,0.58,0.24,0.55
7,3,10,2037,291,-9,335,77.5714285714286,8,2.66666666666667,2777.67,-40.75,2736.92,1.36360824742268,4.52777777777778,"United Kingdom","1",8,0.18,0.95,0.94
1,0,1,164,164,0,27,29,0,0,237.12,0,0,1.44585365853659,0,"United Kingdom","1",44,0.58,0.24,0.55
1,0,1,127,127,0,15,15,0,0,95.45,0,0,0.751574803149606,0,"United Kingdom","0",44,0.59,0.24,0.55
2,0,2,567,283.5,0,51,30,0,0,955.24,0,0,1.6847266313933,0,"United Kingdom","0",8,0.18,0.53,0.55
1,0,1,111,111,0,11,11,0,0,306.45,0,0,2.76081081081081,0,"United Kingdom","0",43,0.57,0.24,0.55
2,0,2,255,127.5,0,15,10.5,0,0,399.19,0,0,1.56545098039216,0,"United Kingdom","0",3,0.1,0.53,0.55
2,0,2,548,274,0,60,32,0,0,1270.88,0,0,2.31912408759124,0,"Finland","1",9,0.2,0.53,0.55
2,0,2,710,355,0,47,30,0,0,992.5,0,0,1.39788732394366,0,"United Kingdom","0",17,0.31,0.53,0.55
1,2,3,186,186,-2,14,14,1,1,335.86,-12.5,323.36,1.80569892473118,6.25,"United Kingdom","0",21,0.37,0.68,0.73
1,0,1,145,145,0,15,15,0,0,239.41,0,0,1.65110344827586,0,"United Kingdom","0",43,0.58,0.24,0.55
1,0,1,401,401,0,26,26,0,0,379.45,0,0,0.946259351620948,0,"United Kingdom","0",43,0.58,0.24,0.55
1,0,1,260,260,0,5,5,0,0,389.64,0,0,1.49861538461538,0,"United Kingdom","0",43,0.57,0.25,0.55
2,0,2,318,159,0,26,13,0,0,470.7,0,0,1.48018867924528,0,"United Kingdom","0",4,0.12,0.53,0.55
1,0,1,78,78,0,12,12,0,0,193.44,0,0,2.48,0,"United Kingdom","0",43,0.58,0.25,0.55
3,0,3,639,213,0,144,51.6666666666667,0,0,1097.98,0,0,1.71827856025039,0,"United Kingdom","0",35,0.52,0.68,0.55
3,0,3,337,112.333333333333,0,122,47,0,0,642.32,0,0,1.9059940652819,0,"United Kingdom","1",43,0.58,0.68,0.55
1,0,1,243,243,0,30,32,0,0,236.09,0,0,0.97156378600823,0,"United Kingdom","0",43,0.58,0.25,0.55
4,0,4,407,101.75,0,33,8.75,0,0,874.59,0,0,2.14886977886978,0,"United Kingdom","0",4,0.12,0.77,0.55
1,0,1,117,117,0,11,11,0,0,256.4,0,0,2.19145299145299,0,"Norway","0",43,0.57,0.25,0.55
1,0,1,147,147,0,39,40,0,0,225.12,0,0,1.53142857142857,0,"United Kingdom","0",43,0.57,0.25,0.55
2,0,2,164,82,0,19,9.5,0,0,328.4,0,0,2.00243902439024,0,"United Kingdom","1",23,0.4,0.53,0.55
1,0,1,94,94,0,10,10,0,0,183.7,0,0,1.95425531914894,0,"United Kingdom","0",43,0.58,0.25,0.55
3,0,3,584,194.666666666667,0,44,16.3333333333333,0,0,713.89,0,0,1.22241438356164,0,"United Kingdom","0",35,0.52,0.68,0.55
1,1,2,281,281,-12,19,19,2,2,290.66,-19.8,270.86,1.03437722419929,1.65,"United Kingdom","0",38,0.55,0.53,0.72
3,1,4,433,144.333333333333,-1,27,11.3333333333333,1,1,822.48,-19.95,802.53,1.89949191685912,19.95,"United Kingdom","0",17,0.32,0.77,0.8
1,0,1,160,160,0,12,12,0,0,169.48,0,0,1.05925,0,"United Kingdom","1",42,0.57,0.25,0.55
1,0,1,120,120,0,11,11,0,0,219.39,0,0,1.82825,0,"United Kingdom","0",42,0.57,0.25,0.55
3,0,3,340,113.333333333333,0,28,11.3333333333333,0,0,441.16,0,0,1.29752941176471,0,"United Kingdom","0",8,0.18,0.68,0.55
1,0,1,150,150,0,18,18,0,0,296.07,0,0,1.9738,0,"United Kingdom","1",42,0.57,0.25,0.55
2,1,3,67,33.5,-1,8,4.5,1,1,230.65,-9.95,220.7,3.44253731343284,9.95,"United Kingdom","0",4,0.13,0.68,0.72
1,1,2,273,273,-63,31,31,10,10,522.99,-102.45,420.54,1.91571428571429,1.62619047619048,"United Kingdom","0",3,0.1,0.53,0.75
2,0,2,326,163,0,13,7,0,0,490.22,0,0,1.50374233128834,0,"United Kingdom","0",22,0.38,0.53,0.55
1,0,1,257,257,0,50,52,0,0,318.15,0,0,1.23793774319066,0,"United Kingdom","0",42,0.57,0.25,0.55
1,0,1,133,133,0,29,30,0,0,242.7,0,0,1.82481203007519,0,"United Kingdom","0",40,0.56,0.25,0.55
5,0,5,670,134,0,17,4.8,0,0,1662.3,0,0,2.4810447761194,0,"United Kingdom","0",2,0.05,0.84,0.55
1,0,1,116,116,0,10,10,0,0,515.1,0,0,4.44051724137931,0,"United Kingdom","0",40,0.56,0.25,0.55
1,0,1,537,537,0,46,46,0,0,542.73,0,0,1.01067039106145,0,"United Kingdom","0",40,0.55,0.25,0.55
1,0,1,73,73,0,6,6,0,0,114.11,0,0,1.56315068493151,0,"United Kingdom","0",40,0.56,0.25,0.56
1,0,1,154,154,0,33,37,0,0,183.22,0,0,1.18974025974026,0,"United Kingdom","0",40,0.56,0.25,0.56
1,0,1,50,50,0,19,20,0,0,144.36,0,0,2.8872,0,"United Kingdom","0",40,0.56,0.25,0.56
3,0,3,864,288,0,18,7,0,0,1352,0,0,1.56481481481481,0,"United Kingdom","0",16,0.3,0.68,0.56
2,0,2,621,310.5,0,40,24,0,0,854.79,0,0,1.37647342995169,0,"United Kingdom","0",9,0.21,0.53,0.56
3,0,3,822,274,0,162,65.3333333333333,0,0,1468.02,0,0,1.78591240875912,0,"United Kingdom","1",2,0.07,0.68,0.56
1,0,1,633,633,0,37,38,0,0,1008.67,0,0,1.59347551342812,0,"United Kingdom","1",40,0.56,0.25,0.56
2,0,2,198,99,0,105,57,0,0,302.1,0,0,1.52575757575758,0,"United Kingdom","0",12,0.26,0.53,0.56
1,0,1,781,781,0,41,41,0,0,507.66,0,0,0.650012804097311,0,"United Kingdom","0",40,0.56,0.25,0.56
1,0,1,161,161,0,12,12,0,0,316.88,0,0,1.96819875776398,0,"United Kingdom","1",40,0.56,0.25,0.56
3,0,3,474,158,0,139,58.3333333333333,0,0,666.71,0,0,1.4065611814346,0,"United Kingdom","1",10,0.23,0.68,0.56
1,0,1,18,18,0,4,4,0,0,75.9,0,0,4.21666666666667,0,"United Kingdom","0",40,0.56,0.25,0.56
2,0,2,42,21,0,3,1.5,0,0,90.3,0,0,2.15,0,"United Kingdom","0",19,0.35,0.53,0.56
1,0,1,84,84,0,5,5,0,0,166.2,0,0,1.97857142857143,0,"United Kingdom","0",40,0.56,0.25,0.56
2,0,2,611,305.5,0,90,48,0,0,632,0,0,1.03436988543372,0,"United Kingdom","1",5,0.14,0.53,0.56
1,0,1,189,189,0,36,37,0,0,396.33,0,0,2.09698412698413,0,"United Kingdom","0",40,0.56,0.25,0.56
1,0,1,88,88,0,6,6,0,0,215.08,0,0,2.44409090909091,0,"United Kingdom","1",40,0.56,0.25,0.56
2,0,2,759,379.5,0,191,107,0,0,1411.21,0,0,1.85930171277997,0,"United Kingdom","1",9,0.21,0.53,0.56
1,0,1,288,288,0,93,97,0,0,675.51,0,0,2.34552083333333,0,"United Kingdom","1",40,0.56,0.25,0.56
1,0,1,161,161,0,15,15,0,0,197.71,0,0,1.22801242236025,0,"Germany","0",39,0.55,0.25,0.56
1,0,1,223,223,0,13,13,0,0,427.93,0,0,1.91896860986547,0,"United Kingdom","0",39,0.55,0.25,0.56
1,0,1,82,82,0,8,8,0,0,243.94,0,0,2.97487804878049,0,"United Kingdom","0",39,0.55,0.25,0.56
1,0,1,240,240,0,13,13,0,0,301.32,0,0,1.2555,0,"United Kingdom","0",39,0.55,0.25,0.56
2,1,3,361,180.5,-1,6,4.5,1,1,658.97,-16.65,642.32,1.82540166204986,16.65,"United Kingdom","1",9,0.21,0.68,0.78
1,0,1,49,49,0,36,36,0,0,163.05,0,0,3.32755102040816,0,"United Kingdom","0",39,0.55,0.25,0.56
2,0,2,33,16.5,0,6,3,0,0,94.2,0,0,2.85454545454545,0,"United Kingdom","0",35,0.52,0.53,0.56
2,0,2,88,44,0,20,10,0,0,437.82,0,0,4.97522727272727,0,"Italy","0",38,0.54,0.53,0.56
1,0,1,396,396,0,11,11,0,0,599.04,0,0,1.51272727272727,0,"United Kingdom","0",39,0.55,0.25,0.56
2,0,2,739,369.5,0,108,62,0,0,1327.53,0,0,1.79638700947226,0,"United Kingdom","1",1,0.02,0.53,0.56
1,0,1,323,323,0,40,40,0,0,656.25,0,0,2.03173374613003,0,"United Kingdom","0",39,0.55,0.25,0.56
1,0,1,53,53,0,10,10,0,0,214.9,0,0,4.05471698113208,0,"Finland","1",39,0.55,0.25,0.56
